자격명,종목코드,유형,시행기관,당해직의 직무 내용,응시 자격,합격 기준,응시료,자격증유효기간,정기유무,난이도,좋아요
초경량비행장치 조종자,10136,1,83,초경량비행장치에 탑승하여 초경량비행장치를 조종하는 행위,"1.공통:14세이상  2. 1)동력비행장치: 가.비행경력만 있는경우(해당종류 총 비행경력 20시간 ◎ 단독 비행경력 5시간 포함),나.항공종사자자격보유(a.자가용/사업용/운송용/부조종사 비행기 자격취득 * 타면조종형에 한함,b.해당종류 총 비행경력 5시간,c.단독 비행경력 2시간 포함) 2)회전익비행장치: 가.비행경력만있는경우(해당종류 총 비행경력 20시간◎단독 비행경력 5시간 포함),나.항공종사자 자격보유(a.자가용/사업용/운송용/부조종사 헬리콥터 자격취득,b.해당종류 총 비행경력 5시간,c.단독 비행경력 2시간 포함) 3)유인자유기구: 가.비행경력만있는경우(해당종류 총 비행경력 16시간 ◎ 단독 비행경력 5시간 포함) 4)동력패러글라이더: 가.비행경력만있는경우(해당종류 총 비행경력 20시간) 5)무인비행기: 가.비행경력만있는경우(해당종류 총 비행경력 20시간),전문교육기관* 해당과정이수 6)무인헬리콥터: 가.비행경력만있는경우(해당종류 총 비행경력 20시간 (무인멀티콥터 자격소지자는 10시간)),전문교육기관* 해당과정이수 7)무인멀티콥터: 가.비행경력만있는경우(해당종류 총 비행경력 20시간 (무인헬티콥터 자격소지자는 10시간)),전문교육기관* 해당과정이수 8)무인비행선: 가.비행경력만있는경우(해당종류 총 비행경력 20시간),전문교육기관* 해당과정이수 9)패러글라이더: 가.비행경력만있는경우(해당종류 총 비행경력 180시간 ◎ 지도조종자와 동승비행 20회이상 포함) 10)행글라이더: 가.비행경력만있는경우(해당종류 총 비행경력 180시간 ◎ 지도조종자와 동승비행 20회이상 포함) 11)낙하산류: 가.비행경력만있는경우(100회 이상의 교육 강하 경력(사각 낙하산의 경우 200회) ◎ 최근 1년 내에 20회 이상의낙하 경험을 포함) ※ 초경량 전문교육기관 현황 조회 : 항공교육훈련 포털(www.kaa.atims.kr), 응시자격문의(02-3151-1514)",,,,,,
국방사업관리사,10137,1,42,,"◎1급:국방대학교 국방사업관리 특별교육과정 이수하고, 국방사업관리사 ◎ 2급 자격증 취득 후 8년 이상의 실무경력이 있는 자  2급:국방대학교 국방사업관리 특별교육과정 이수하고, 국방사업관리사 3급 자격증 취득 후 8년 이상의 실무경력이 있는 자 ◎ 3급:다음 각 호의 어느 하나에 해당하는 사람일 것   ①국방대학교 국방사업관리 기본교육과정을 이수한 사람  ②국방사업관리 분야 석사학위를 취득한 사람  ③국내 또는 외국의 국방사업관리 실무 자격증을 취득한 지 5년 이내인 사람",국방자격검정에서 실기시험의 합격 결정 기준은 과목당 100점을 만점으로 하여 매 과목 60점 이상으로 한다.,,,,,
버스운전자격,10138,1,83,,"① 여객자동차운송사업의 운전업무에 종사하려는 사람은 제1호 및 제2호의 요건을 모두 갖추고, 제3호 또는 제4호(국토교통부령으로 정하는 여객자동차운송사업에 한정한다)의 요건을 갖추어야 한다.  1. 국토교통부령으로 정하는 나이와 운전경력 등 운전업무에 필요한 요건을 갖출 것  2. 국토교통부령으로 정하는 바에 따라 국토교통부장관이 시행하는 운전 적성(適性)에 대한 정밀검사 기준에 맞을 것  3. 국토교통부장관 또는 시ㆍ도지사가 시행하는 여객자동차 운수 관계 법령과 지리 숙지도(熟知度) 등에 관한 시험에 합격한 후 국토교통부장관 또는 시ㆍ도지사로부터 자격을 취득할 것  4. 국토교통부장관이 「교통안전법」 제56조에 따른 교통안전체험에 관한 연구ㆍ교육시설에서 교통안전체험, 교통사고 대응요령 및 여객자동차 운수사업법령 등에 관하여 실시하는 이론 및 실기 교육을 이수하고 자격을 취득할 것   ② 제1항제3호 및 제4호에 따른 시험의 실시, 교육의 이수 및 자격의 취득 등에 필요한 사항은 국토교통부령으로 정한다.  ③ 여객자동차운송사업의 운전자격을 취득하려는 사람이 다음 각 호의 어느 하나에 해당하는 경우 제1항에 따른 자격을 취득할 수 없다.(*각 호는 법령에서 확인)  ④ 구역 여객자동차운송사업 중 대통령령으로 정하는 여객자동차운송사업의 운전자격을 취득하려는 사람이 다음 각 호의 어느 하나에 해당하는 경우 제3항에도 불구하고 제1항에 따른 자격을 취득할 수 없다. ",총점 중 60% 이상 획득 시 합격(48문제 이상),,,,,
어린이집원장,10139,1,95,어린이집의 원장은 어린이집을 총괄하고 보육교사와 그 밖의 직원을 지도·감독하며 영유아를 보육한다.,가. 일반기준 나. 가정어린이집 다. 영아 전담 어린이집 라. 장애아 전문 어린이집 마. 「고등교육법」에 따른 대학 또는 법 제21조제2항제2호에 따른 교육훈련시설이 운영하는 어린이집  바. 가목부터 라목까지의 어느 하나에 해당하는 사람은 보건복지부령으로 정하는 사전직무교육을 받아야 한다. (*세부사항은 법령 및 한국보육진흥원 홈페이지 참조),,,,,,
철도교통관제사,10140,1,83,철도차량의 운행을 집중제어·통제·감시하는 관제업무 자격,"◎신체검사, 적성검사에 합격한 자 ◎교육훈련기간에서 교육훈련 이수자 ◎철도안전법 제11조의 결격사유에 해당되지 않는 자 ◎고속철도차량 운전면허응시자는 철도안전법 시행규칙 제20조 제3항에서 규정한 디젤차량, 제1종 전기차량, 제2종 전기차량에 대한 운전업무수행 경력이 3년 이상인자",1.필기시험:시험 과목당 100점을 만점으로 하여 매 과목 40점 이상 (철도관련법의 경우 60점 이상) 총점 평균 60점 이상 득점한 자 2.기능시험:시험 과목당 60점 이상 총점 평균 80점 이상 득점한 자,,,,,
폭발물처리사,10141,1,42,,◎ 1급:폭발물처리사 2급 자격증을 취득한 후 3년 이상의 실무경력이 있는 사람 ◎ 2급:국내 또는 외국의 폭발물처리 초급(기본)과정을 이수한 사람,국방자격검정에서 실기시험의 합격 결정 기준은 과목당 100점을 만점으로 하여 매 과목 60점 이상으로 한다.,,,,,
국방무인기조종사,10142,1,42,,,,,,,,
국방보안관리사,10143,1,42,,,,,,,,
낙하산전문포장사,10144,1,42,,,,,,,,
수중무인기조작사,10145,1,42,,,,,,,,
영상판독사,10146,1,42,,,,,,,,
함정손상통제사,10147,1,42,,,,,,,,
기상면허,10148,1,85,,,,,,,,
동물보건사,10149,1,47,,,,,,,,
종자관리사,10150,1,39,,,,,,,,
치유농업사,10151,1,98,,,,,,,,
한국수어교원,10152,1,98,,,,,,,,
진술조력인,10153,1,57,,,,,,,,
보건의료정보관리사,10154,1,94,,,,,,,,
보조공학사,10155,1,94,,,,,,,,
의료사회복지사,10156,1,51,,,,,,,,
정신건강작업치료사,10157,1,38,,,,,,,,
학교사회복지사,10158,1,113,,,,,,,,
목재교육전문가,10159,1,56,,,,,,,,
목재등급평가사,10160,1,65,,,,,,,,
산림레포츠지도사,10161,1,64,,,,,,,,
종자관리사(산림용),10162,1,37,,,,,,,,
기술거래사,10163,1,86,,,,,,,,
맞춤형화장품조제관리사,10164,1,98,,,,,,,,
마리나선박정비사,10165,1,68,,,,,,,,
산지경매사,10166,1,114,,,,,,,,
선박조리사,10167,1,114,,,,,,,,
수산물검사관,10168,1,96,,,,,,,,
환경교육사(해양환경분야),10169,1,117,,,,,,,,
기록물관리전문요원,10170,1,35,,,,,,,,
기업재난관리사,10171,1,32,,,,,,,,
방재전문인력,10172,1,32,,,,,,,,
상수도관망시설운영관리사,10173,1,97,,,,,,,,
의료기기RA전문가,10174,2,106,"의료기기 제품개발, 국내외 인증 및 인허가, 생산 및 품질관리 등 의료기기 산업의 전주기에 걸친 법적, 과학적 규제기준 전반에 관하여 전문가 수준의 지식을 가지고 있으며, 의료기기 RA 분야 실무 및 관리자의 직무 수행",,,,,,,
주거복지사 (Certified Housing Welfare Professional),10175,2,23,"주거복지사란 주거문제를 자력으로 해결하기 어려운 가구의 주거안정을 복지적 차원에서 지원하는 전문인력을 말함. 직무는 주택바우처 대상의 주택조사와 업무집행, 지원대상자 파악, 욕구 조사, 주택상태 평가, 주거취약계층의 주거자원상담, 지역사회자원과 연계구축, 주거 관련 서비스 신청서류 작성 및 행정처리 지원, 민·관·공의 주거복지사업 발굴 및 제안 등을 포함함",,,,,,,
데이터분석 (Advanced Data Analytics),10176,2,73,"조직 내부에서부터 기업 외부의 데이터를 분석하기 위해 컴퓨터 공학, 데이터 공학, 경영학, 통계학적인 지식과 기술을 활용, 데이터 기반의 정책/제도, 기획, 처리, 분석, 시각화, 운영관리 업무를 수행하고, 데이터를 수집, 저장, 분석, 표현하는 체계를 만드는 지식과 기술을 습득하여 프로세스 혁신, 마케팅 전략 등의 과학적인 의사결정을 이끌어내는 직무",,,,,,,
지식재산능력시험 (Intellectual Property Ability Test),10177,2,92,"지식재산능력시험은(IPAT, Intellectual Property Ability Test의 약자) 특허, 실용신안, 상표, 디자인, 저작권 등의 지식재산 분야에 관한 기본적이고 실무적인 능력을 검증할 수 있는 자격 시험. 시험의 합격자는 특허분쟁의 예방, 및 효과적 대응과, 체계적인 지식재산 전략을 수립 할 수 있는 지식재산 전문가로서의 업무담당",,,,,,,
보상관리사 (land compensation consultant),10178,2,62,"1.보상계획의수립·공고및열람에관한업무2.토지대장및건축물대장등공부의조사3.토지등의소유권및소유권외의권리관련사항의조사4.토지조서및물건조서의 기재사항에 관한 조사5.잔여지및공익사업지구밖의토지등의보상에관한조사6.영업·농업·어업및광업손실에관한조사7.보상액의산정(감정평가업무는제외한다)8.이주대책의수립,실시또는이주정착금의지급9.그밖에보상업무와관련된부대업무",,,,,,,
SW테스트전문가(CSTS) (CSTS(Certified Software Test Specialist)),10179,2,108,"일반등급 : 테스트 개요, 블랙박스 테스트, 화이트박스 테스트, 정적분석, 테스트 계획 등 SW 테스트에 대한 일반적 지식을 갖추어 소프트웨어 품질 향상을 위해 소프트웨어 산업에서 활용할 수 있다. 고급등급 : 테스트 개요, 블랙박스 테스트, 화이트박스 테스트, 정적분석, 테스트 계획 등 SW 테스트에 대한 일반적 지식은 물론 테스트 관리, 개발 단계별 SW 테스팅 기법, 성능 테스트, 표준 적합성 테스트 등 전문지식을 갖추어 소프트웨어 품질 향상을 위해 소프트웨어 산업에서 활용할 수 있다.",,,,,,,
AT(Accounting Technician),10180,2,81,"□ AT자격시험 이란 - 영국 등 전 세계적으로 90여개 국가에서 도입하고 있는 회계 실무자 양성 을 위한 자격시험임. - P&G, Morgan Stanley 등 유수의 다국적 기업들로부터 회계 실무 전문가 과정으로 인정받고 있음 □ AT자격시험 도입배경 - 한국공인회계사회는 유능한 회계실무자 AT(AccountingTechnician)를 양성하여 투명경제의 기반을 확립하고자 AT(AccountingTechnician) 자격시험을 도입하였음. - 본 자격시험은 이론에 치우치지 않는 실무중심의 인력을 양성하며, 전산·정보화된 회계실무에 즉시 투입 가능한 인력을 양성하기 위함. □ AT자격시험 도입목적 - 개인의 자질을 개발하고, 조직에 기여하는 회계실무자 배출 - 인재양성을 통한 고용창출과 기업의 회계인력 확보에 기여 - 평생 직업교육을 제공하여 환경변화에 적응하는 직업인 양성",,,,,,,
SMAT(서비스경영자격) (Service Management Ability Test),10181,2,98,"MAT(경영능력시험)서비스경영 시험은 고객만족과 서비스경영에 대한 이해를 바탕으로 ‘서비스 기획(Planning)/관리(Control)/개선(Improvement)’을 수행하는 직무를 평가/인증하는 것을 목적으로 한다. 동 시험의 주관기관은 지식경제부 산하 특별법인인 한국생산성본부이며,MAT(경영능력시험)서비스경영의 주관/시행에 있어 다음 2가지의 강점을 가지고 있다. (1) NCSI(국가고객만족지수) 산출기관으로서 15년 이상의 서비스경영 관련 산업계 진단지도경험 및 국내외 전문가 네트워크를 보유하고 있다. (2) ITQ(정보기술자격) 등 6종의 국가공인자격 운영기관으로서 15년 이상동안 550만명 이상의 응시인원을 배출한 자격시험 운영기관이다.",,,,,,,
청소년경제이해력검증시험 주니어 TESAT(테샛) (J-TESAT),10182,2,80,기존의 국가공인 경제이해력검증시험은 테샛을 중학생 눈높이에 맞춰 개발한 청소년 경제이해력검증시험입니다 청소년으로서 각종 경제 기초정보를 제대로 이해하고 이를 바탕으로 주어진 경제상황에서 합리적인 의사결정을 할 수 있는 능력을 테스트 합니다. 경제와 금융분야에서 총 50문항을 출제하며 시험시간은 60분입니다 만점은 300점이며 총점을 기준으로 등급을 부여합니다 2012년 2월 1회 시험을 치렀으며 3개월마다 연 4회 시험을 치릅니다. 특목고 등 고교 입시와 상경계 대학 입이에 성적을 활용할 수 있습니다.,,,,,,,
GTQi(그래픽기술자격 일러스트) (Graphic Technology Qualification Illust),10183,2,98,"전 세계적으로 그래픽 콘텐츠가 핵심 산업으로 자리 잡았습니다. 캔버스와 스케치북에서 태블릿과 모니터에 그림을 그리고 읽는 시대가 되었고, 디자인 산업에 있어 그래픽 프로그램을 사용하는 능력은 기본으로 인식되어 있습니다. 이러한 상황에서 GTQi(그래픽기술자격 일러스트)는 일러스트레이터 프로그램을 이용하여 출판, 잡지, 광고, 웹 등 비즈니스 환경뿐만 아니라 실생활에서 활용가능한 이미지를 제작할 수 있는 능력을 키울 수 있고, 이러한 능력을 입증할 수 있는 수단으로 효용가치가 높습니다.",,,,,,,
경제·금융이해력인증시험틴매경TEST,10184,2,55,"1. 틴매경TEST란? 국가공인 매경TEST를 시행하는 매일경제가 청소년 경제 · 금융 교육이 강화되는 시대 흐름에 맞춰 청소년의 경제 · 금융 이해력 증진을 위해 내놓은 인증시험. 중학교 2학년부터 고등학교 3학년 학생까지를 대상으로 하며 상경계 대학 진학을 목표로 하는 학생들과 금융권 취업을 준비하는 학생들이 자신의 경제 · 금융 실력을 검증할 수 있는 새로운 척도임. 2. 구성 및 배점 : 50문항(경제25문항, 금융25문항) 출제, 경제와 금융 분야에서 각각 지식(10문항), 분석력(5문항), 사고력(10문항)으로 구분, 총 100점 만점(경제 50점, 금융 50점) 3. 평가등급 : 90점 이상 A+, 80점 이상 A, 70점 이상 B, 60점 이상 C, 60점 미만 D 4. 실시요강 : 1년에 4차례 서울, 인천, 대전, 대구, 전주, 부산 등에서 실시됨.",,,,,,,
기업보험심사역 (Associate Commercial Insurance Underwriter),10185,2,63,"보험업계에서 기업보험(재산보험, 특종보험, 배상책임보험, 해상보험 등)심사 및 인수관련 업무를 담당하는 실무자 또는 책임자로써 갖추어야 할 능력을 검 정하는 최고급 수준의 자격",,,,,,,
개인보험심사역 (Associate Personal Insurance Underwriter),10186,2,63,"보험업계에서 개인보험(장기연금보험, 자동차보험, 상해/질병/간병보험 등) 심사 및 인수관련 업무를 담당하는 실무자 또는 책임자로써 갖추어야 할 능력 을 검정하는 최고급 수준의 자격",,,,,,,
상공회의소 IT+ (KCCI It+),10187,2,50,"자격 개요 가. 명칭 : 상공회의소 IT Plus 나. 검정내용 다. 검정내용 - 필기시험 컴퓨터기기(PC, 노트북, 모바일기기 등)를 이용해 기업 직무를 수행하 고 학습을 하는데 있어 필수적으로 알고 있어야 할 기본적인 기초사무 IT 관련 지식을 측정함. - 실기시험 기업 업무와 학습을 위해 필요한 문서작성능력, 표문서 작성/계산/분석 능력, 프레젠테이션 도구 제작능력, 개인 데이터베이스 관리능력을 측정 하기 위해 우리 기업에서 주로 사용하고 있는 관련 프로그램(아래한글, MS Excel·PowerPoint·Access)의 전반적인 기능을 이해하고 직무 및 학 습에 적절하게 활용할 수 있는 지를 검정 다. 응시자격 : 제한없음 라. 자격형태 : 상공회의소 민간자격",,,,,,,
SQL (Structured Query Language),10188,2,73,"데이터베이스 개발 및 사용의 필수 언어인 SQL(Structured Query Language)의 기본지식 및 활용능력을 검증하고 자격을 부여함 *SQL 전문가 데이터베이스와 데이터모델링에 대한 지식을 바탕으로 데이터를 조작하고 추출하는데 있어서 정확하고 최적의 성능을 발휘하는 SQL을 작성할 수 있고, 이를 토대로 SQL을 내포하는 데이터베이스 프로그램이나 응용 소프트웨어의 성능을 최적화하거나, 이러한 성능 최적화를 지원할 수 있는 데이터베이스 개체(뷰, 인덱스 등)의 설계와 구현 등의 직무 수행 능력 검증 *SQL 개발자 데이터베이스와 데이터모델링에 대한 지식을 바탕으로 데이터를 조작하고 추출하는데 있어서 정확하고 최적의 성능을 발휘하는 SQL 작성 등의 직무 수행 능력 검증",,,,,,,
IEQ(인터넷윤리자격) (Internet Ethics Qualification),10189,2,98,"Expert(1급) 인터넷윤리 관련 이론, 법령, 기술에 대한 포괄적인 이해와 지식을 바탕으로, 일반 국민 및 기업(관)을 대상으로 교육 및 컨설팅을 수행할 수 있는 종합적인 능력의 유무 Advanced(2급) 인터넷윤리 관련 각종 사회현상에 대한 기본적인 이해와 지식을 바탕으로, 정보화 사회의 직업인의 일원으로서 인터넷상에서 타인에게 피해를 당하지 않는 기본적인 능력의 유무 Basic(3급) 각종 인터넷 생활에 대한 이해를 바탕으로, 정보화 사회의 구성원으로서 정보의 수용/생산에 있어 타인에게 피해를 주지 않는 기초적인 소양의 유무",,,,,,,
디지털포렌식전문가 (Digital Forensics Expert Qualification Exam),10190,2,28,"1. Disk, DB, Network, Mobile, 보안체계분석기법을 활용한 문제해결 능력 평가 2. 디지털포렌직조사 분야의 기초지식을 활용한 문제해결 능력 평가",,,,,,,
보행지도사,10191,2,11,"시각장애인에게 보행을 지도할 수 있는 전문가들을 양성하기 위한 교육이 이루어지고 있으며, 보행지도를 행할 수 있는 수준을 검증하기위한 필기시험을 실시하고 있음.",,,,,,,
신용상담사,10192,2,70,1. 신용회복위원회 신용상담 및 소액금융지원 상담능력 검정 2. 금융회사 여신 및 여신사후관리 담당자에 대한 신용상담능력 검정 3. 금융소비자 보호기관 금융피해구제 담당자에 대한 상담능력 검정,,,,,,,
농어촌개발컨설턴트,10193,2,88,"농어촌지역발전을 도모하기 위한 조사, 지역계획수립, 지역개발컨설팅 등의 업무수행을 위한 전문인재로서 농어촌지역개발관련 전문지식 서비스를 제공할 수 있는 능력을 측정, 인증하는 자격제도입니다.",,,,,,,
원산지관리사 (Certified Origin Specialist),10194,2,104,"FTA 무역환경에서 기업의 관세특혜 및 수출경쟁력 강화를 위해 FTA 협정, 품목분류, 수출입통관, 원산지 판정/증명/관리 등의 이해도 및 업무 능력을 검정",,,,,,,
매경TEST,10195,2,55,"1. 매경TEST란 기업 비즈니스 현장에서 요구되는 지식과 사고력, 시사적인 감각을 측정할 수 있는 합리적 평가도구임 2. 구성 및 배점 : 80문항(경제40문항, 경영40문항) 출제, 경제와 경영 분야에서 각각 지식(15문항), 사고력(15문항), 시사(10문항)으로 구분, 총 1,000점 만점(경제 500점, 경영 500점) 3. 평가등급 : 최우수 등급(800점 이상)과 우수 등급(600점 이상~800점 미만)은 국가 공인으로 인정, 그 외 보통 등급(400점 이상~600점 미만), 미흡 등급(400점 미만)은 비공인. 3. 매경TEST 활용기업 : 삼성물산, 삼성중공업, 포스코, 우리은행, SC제일은행, 하나은행, 신한은행, 국민은행, IBK기업은행, 대우증권, 교보생명, 우리투자증권, STX, KT, 하이닉스, LG Display, 남동발전, 두산, 금호아시아나, 동양그룹, 금호석유화학 외 100여개 기업 (* 한국외대, 강원대, 창원대, 방송대 : 매경TEST 졸업시험 채택) 4. 실시요강 : 1년에 4차례 서울, 인천, 대전, 대구, 광주, 전주, 부산 등에서 실시됨.",,,,,,,
RFID기술자격검정 (KARUS Certified RFID Professional),10196,2,24,"RFID에 대한 전반적인 이해와 RFID 관련 H/W, S/W의 설계/개발능력 및 문제 해결능력을 검정하는 자격",,,,,,,
경제이해력검증시험TESAT (TESAT),10197,2,80,"경제이해력 검증시험 TESAT은 단편적인 경제 지식을 묻는 퀴즈식 시험이 아니라 복잡한 경제 현상을 얼마나 잘 이해하고 있는가를 객관적으로 평가하는 시험입니다. 국내 최정상 경제신문 ‘한국경제신문’이 처음으로 개발, 2008년 11월2일 첫 시험을 치렀고 2009년 2월 8일 제 2회시험을 실시했습니다.TESAT은 시험을 치르는 수험생들에게 시장 경제의 원리를 이해하고 경제 마인드를 향상시킬 수 있는 기회를 제공하며 문제를 풀면서 경제학 기초지식과 시사 경제상식이 늘도록 출제돼 교육적으로도 활용 가치가 뛰어납니다.또한 논리력과 사고력을 요구하는 문제들이 많이 나와 경제학 전공자가 반드시 유리하지 않습니다. 복잡하고 딱딱한 경제 현상을 적절하고 알기 쉬운 예시문을 통한 상황 설정으로 문제의 흥미도 또한 높습니다. 국내 명문대학 경제 경영학과 교수와 한국경제신문 베테랑 논설위원들이 출제에 참여해 문제의 완성도를 제고 했습니다. TESAT은 일반기업, 금융회사, 공공기관이 경제적 마인드를 갖춘 인력을 뽑는데 유용하게 활용될 것으로 기대합니다. 또 기존 사원들의 경제 지식과 사고력을 측정, 업무 배치 또는 승진 등 평가 지표로 활용될 것입니다.이미 TESAT은 국내 대기업 금융기관 공기업 등 인재 채용의 새로운 Tool로 많은 관심을 끌고 있습니다.",,,,,,,
조경수조성관리사,10198,2,21,"경제적이고 수익성 있는 조경용 수목에 대한 생산계획을 수립하고 , 조경수의 생산관리, 품질평가, 유통관리, 유지관리를 통해 우수한 조경수를 보급 관리 할 수 있는 능력과 실무 수행 능력을 검정",,,,,,,
도로교통사고감정사 (Road Traffic Accident Appraiser),10199,2,54,"자동차가 증가하고 사회가 복작해지면서 교통사고는 빈번하게 발생하고 있다. 사고의 원인과 가해자 및 피해자의 상황을 명확히 규명하는 것이 중요한데 교통사고는 예상치 못하게 발생되기 때문에 이러한 원인규명이 쉬운 일은 아니다. 도로교통사고감정사 자격은 도로상에서 발생하는 교통사고를 조사,재현하여 과학적으로 분석하고 정확한 발생 원인을 규명할 수 있는 능력을 검정한다. 이를 통해 교통사고 조사의 과학적 분석능력 배양, 사고조사의 정확한 발생원인을 규명하고, 교통사고 당사자간의 분쟁을 최소화하기 위해 도로교통사고감정 전문가를 배출하고 있다.",,,,,,,
점역교정사 (brialle proof reader),10200,2,11,"·시각장애인이 촉각을 활용하여 도서를 읽을 수 있도록 제판기, 타자기, 컴퓨터점자프린터기 등을 이용하여 점자도서를 제작하는 것으로 점역자료를 직접 점자로 입력하거나 한글 워드프로세서로 입력하여 점역프로그램으로 변환작업을 한다.·도표나 그림 등을 시각장애인이 쉽게 이해할 수 있는 수준으로 풀어 써서 점자로 표현한다.",,,,,,,
종이접기,10201,2,22,종이접기의 전문지식과 숙련 기능을 가지고 마스터로서 조형의 응용 및 창작을 수행할 수 있는 능력의 검정,,,,,,,
분재관리사,10202,2,7,"21세기는 '물질의 풍요함'에서 '마음의 풍요함'이 중시되는 시대이다. 분재 등 관상자원은 우리 생활에 윤택함과 편안함을 더해주어, 그 중요성이 점점 높아지고 있다. 분재관리사는 분재전문관리사, 분재관리사 1,2급으로 구분된다. 분재전문관리사 자격은 전문 교육과 신기술 개발, 분재 관련 직업교육 및 전문관리인의 직무를 수행할 수 있는지를 검정한다. 분재관리사 1급은 분재기술문화의 발달과 개발 및 이에 필요한 산업시장의 유통, 도매입과 판매, 종합 관리 등의 직무를 수행할 수 있는 능력을 검정한다. 또한 2급은 분재 기초직무로서 기술의 정착 및 유지, 발전, 그리고 생산, 판매 종사자로서 직무를 수행할 수 있는 능력 등을 검정한다.",,,,,,,
e-TestProfessional (e-Test Professionals),10203,2,26,개인의 정보활용능력을 종합적으로 검정,,,,,,,
수목보호기술자격,10204,2,10,"병해충, 대기오염, 기상 및 기후 현상, 생리적 불균형 등으로 인한 수목의 수세약화 및 고사가 진행되면서 이러한 현상의 원인을 조사,진단하고, 수세회복, 피해예방, 확산방지 등에 관한 처방을 위해 수목보호기술자격이 제정되었다. 자격등급은 나무의사 및 수목보호기술자, 수목보호기능자로 구분이 된다. 나무의사 자격은 다양한 수목 피해원인에 대한 진단, 방제 및 예방업무관정에 대한 작업보고서 검토 등의 감리업무와 수목보호업의 경영관리를 수행할 수 있는 능력을 검정한다. 수목보호기술자 자격은 나무의사의 처방에 따른 수목의 병해충방제, 수목의 상처부위보호, 영양제살포, 나무 주사, 토양개선 등의 처리관정을 지도, 감독하는 능력을 검정한다. 또한 수목보호기능자 자격은 나무의사의 진단서 및 처방서 또는 수목보호기술자의 작업지시에 따른 수목의 병해충 방제, 외과수술(상처부위), 영양제 살포, 나무주사, 토양개선제 처리 작업 등의 예방업무 능력을 검정한다.",,,,,,,
수화통역사,10205,2,6,청각장애인의 의사소통을 지원하여 복지향상과 사회적 활동을 지원할 수 있는 통역 능력 검정,,,,,,,
열쇠관리사,10206,2,16,-잠금장치(열쇠)에 대하여 기초이론 및 키 제작 능력 검정 -열쇠업을 영위함에 있어서 최소한의 기본 상행위 능력 검정,,,,,,,
한자능력급수 (Certificate HANJA-Literary Proficiency),10207,2,14,기업 등 각종 조직에서의 國文書 사무 능력을 검정. 學界에서 漢字로 된 古典의 이해와 연구 능력 검정. 언론계의 아나운서 등 國語 속의 漢字語 發音 능력 검정,,,,,,,
PC활용능력평가시험(PCT) (Personal Computer Efficiency Test),10208,2,31,"PC의 OA 소프트웨어를 활용하여 일반 사무 업무상 필요한 다양한 문서를 효율적으로 작성하며, 각종 정보 및 데이터들을 사무 업무상 필요에 맞도록 신속하고 정확하게 분석,가공,처리하고 이를 폭넓게 활용함으로서 궁극적으로 업무의 생산성을 향상시킴.",,,,,,,
지역난방설비관리사,10209,2,15,"열병합 설비에 의한 지역난방 공급시설은 국가적인, 그리고 미래지향적인 에너지 보급시스템이다. 급속한 산업화 속에서 에너지 저감과 공해문제를 해결해 주는 지역난방시설 보급에 정부의 활발한 투자와 시책이 추진되고 있으며, 이러한 시류에 발맞추어 에너지전문가 양성을 위해 지역난방설비관리사 자격은 지역난방설비에 대한 이해 능력과 지역난방시설의 유지 및 관리능력을 검정한다.",,,,,,,
반려견스타일리스트 (Pet Stylist),10210,2,13,"다양한 견종에 대한 능숙한 미용능력, 그리고 미용교육을 할 수 있는 전문가적인 지식과 기술 능력 등을 검정한다.",,,,,,,
산업보안관리사 (Industrial Security Expert),10211,2,8,"기업 또는 단체의 비밀유출과 침해에 대한 보호방안을 강구하고 영업비밀은 물론 유.무형 재산 보호, 관리, 감독하는 보안전문가로서의 능력을 검정",,,,,,,
자동차진단평가사 (Auto Appraisal),10212,2,18,"중고자동차를 진단평가하여 객관적이고 공정한 가격을 산출, 사고로 인한 차량의 가치하락 요인을 진단평가하여 객관적이고 공정한 중고자동차 가격을 산출",,,,,,,
옥외광고사,10213,2,103,"수많은 건물에 나열되어 있는 많은 점포들 사이에서 자신의 개성을 담아 점포의 업종을 나타내고 이미지를 표현하는데 간판의 역할은 매우 중요하다. 옥외광고사 자격은 각종 간판, 현수막, 벽보, 전단 등의 기타 이와 유사한 옥외광고물을 디자인, 설계, 제작 및 설치하는 업무를 수행하는 능력을 검정한다. 현재 옥외광고사 2급만 시행하고 있으며, 단일 등급으로의 운영을 검토중에 있다.",,,,,,,
정보시스템감리사,10214,2,110,"정보시스템의 부실방지와 품질향상을 위해 정보시스템의 계획, 개발, 운영, 유지 보수에 관한 제반 절차 및 산출물을 종합적으로 점검,평가하여 이해 관계자들에게 개선이 필요한 사항을 조정,권고하는 전문지식과 능력을 검정한다.",,,,,,,
한국한자검정 (KP PRIVATE CERTIFICATE OF CHINESE LETTER PROFICIENCY),10215,3,27,"일상생활, 학교 및 기업에서 한자를 활용할 수 있는 능력을 검정",,,,,,,
한국영어검정,10216,3,27,"일상생활, 학교 및 기업에서 영어를 활용할 수 있는 능력을 검정",,,,,,,
